County,County No State,Origin,Origin (2014-18 US),Origin (tooltip),State,County % by Origin,County N Imm,Number of Records,Round County N Imm,Round Total Imm Pop,Total Imm Pop,Total US Pop
"Martin County, Florida",Martin County,Somalia,Somalia,Somalia,Florida,0,0,1,,99900,99941,329725481
"Martin County, Florida",Martin County,South Africa,South Africa,South Africa,Florida,0.000890744,99,1,,111100,111143,329725481
"Martin County, Florida",Martin County,South America,South America,South America,Florida,0.000641708,2234,1,2200,3481300,3481333,329725481
"Martin County, Florida",Martin County,South Central Asia,South Central Asia,South Central Asia,Florida,0.000104191,440,1,,4223000,4223004,329725481
"Martin County, Florida",Martin County,South Eastern Asia,South Eastern Asia,South Eastern Asia,Florida,0.00018585,797,1,,4288400,4288398,329725481
"Martin County, Florida",Martin County,Southern Africa,Southern Africa,Southern Africa,Florida,0.00085448,99,1,,115900,115860,329725481
"Martin County, Florida",Martin County,Southern Europe,Southern Europe,Southern Europe,Florida,0.000349203,259,1,,741700,741689,329725481
"Martin County, Florida",Martin County,Spain,Spain,Spain,Florida,0.000382403,46,1,,120300,120292,329725481
"Martin County, Florida",Martin County,Sri Lanka,Sri Lanka,Sri Lanka,Florida,0,0,1,,54900,54882,329725481
"Martin County, Florida",Martin County,St. Vincent and the Grenadines,St. Vincent and the Grenadines,St. Vincent and the Grenadines,Florida,0,0,1,,23900,23936,329725481
"Martin County, Florida",Martin County,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Florida,6.67E-05,138,1,,2069300,2069258,329725481
"Martin County, Florida",Martin County,Sudan,Sudan,Sudan,Florida,0,0,1,,54800,54762,329725481
"Martin County, Florida",Martin County,Sweden,Sweden,Sweden,Florida,0.000463265,22,1,,47500,47489,329725481
"Martin County, Florida",Martin County,Switzerland,Switzerland,Switzerland,Florida,0.001313849,49,1,,37300,37295,329725481
"Martin County, Florida",Martin County,Syria,Syria,Syria,Florida,0,0,1,,105800,105842,329725481
"Martin County, Florida",Martin County,Taiwan,Taiwan,Taiwan,Florida,2.12E-05,8,1,,377800,377844,329725481
"Martin County, Florida",Martin County,Thailand,Thailand,Thailand,Florida,0.000660437,169,1,,255900,255891,329725481
"Martin County, Florida",Martin County,(All countries),Total immigrants,all countries,Florida,0.000359417,16118,1,16100,44844800,44844808,329725481
"Martin County, Florida",Martin County,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,Florida,0.000129792,30,1,,231100,231139,329725481
"Martin County, Florida",Martin County,Turkey,Turkey,Turkey,Florida,0.00011284,15,1,,132900,132932,329725481
"Martin County, Florida",Martin County,Uganda,Uganda,Uganda,Florida,0,0,1,,32900,32934,329725481
"Martin County, Florida",Martin County,Ukraine,Ukraine,Ukraine,Florida,0.000431085,161,1,,373500,373476,329725481
"Martin County, Florida",Martin County,United Kingdom,United Kingdom,the United Kingdom,Florida,0.00109743,779,1,,709800,709840,329725481
"Martin County, Florida",Martin County,Uruguay,Uruguay,Uruguay,Florida,0.000989811,51,1,,51500,51525,329725481
"Martin County, Florida",Martin County,Uzbekistan,Uzbekistan,Uzbekistan,Florida,0,0,1,,69400,69395,329725481
"Martin County, Florida",Martin County,Venezuela,Venezuela,Venezuela,Florida,0.001458649,668,1,,458000,457958,329725481
"Martin County, Florida",Martin County,Vietnam,Vietnam,Vietnam,Florida,8.02E-05,108,1,,1347300,1347339,329725481
"Martin County, Florida",Martin County,Western Africa,Western Africa,Western Africa,Florida,4.18E-05,39,1,,933900,933888,329725481
"Martin County, Florida",Martin County,Western Asia,Western Asia,Western Asia,Florida,1.00E-04,119,1,,1190200,1190198,329725481
"Martin County, Florida",Martin County,Western Europe,Western Europe,Western Europe,Florida,0.000916077,850,1,,927900,927870,329725481
"Martin County, Florida",Martin County,Yemen,Yemen,Yemen,Florida,0,0,1,,60900,60865,329725481
"Martin County, Florida",Martin County,Zimbabwe,Zimbabwe,Zimbabwe,Florida,0,0,1,,26100,26111,329725481
"Miami-Dade County, Florida",Miami-Dade County,Afghanistan,Afghanistan,Afghanistan,Florida,0.000759519,90,1,,118500,118496,329725481
"Miami-Dade County, Florida",Miami-Dade County,Africa,Africa,Africa,Florida,0.003166883,7846,1,7800,2477500,2477515,329725481
"Miami-Dade County, Florida",Miami-Dade County,Albania,Albania,Albania,Florida,0.000868227,88,1,,101400,101356,329725481
"Miami-Dade County, Florida",Miami-Dade County,Americas,Americas,Americas,Florida,0.058243619,1354964,1,1355000,23263700,23263733,329725481
"Miami-Dade County, Florida",Miami-Dade County,Argentina,Argentina,Argentina,Florida,0.139417093,27443,1,27400,196800,196841,329725481
"Miami-Dade County, Florida",Miami-Dade County,Armenia,Armenia,Armenia,Florida,0.001597814,152,1,,95100,95130,329725481
"Miami-Dade County, Florida",Miami-Dade County,Asia,Asia,Asia,Florida,0.002873174,40137,1,40100,13969600,13969568,329725481
"Miami-Dade County, Florida",Miami-Dade County,Australia,Australia,Australia,Florida,0.004703918,462,1,,98200,98216,329725481
"Miami-Dade County, Florida",Miami-Dade County,Australia and New Zealand Subregion,Australia and New Zealand Subregion,Australia and New Zealand Subregion,Florida,0.00401805,520,1,,129400,129416,329725481
"Miami-Dade County, Florida",Miami-Dade County,Austria,Austria,Austria,Florida,0.008678452,351,1,,40400,40445,329725481
"Miami-Dade County, Florida",Miami-Dade County,Bahamas,Bahamas,Bahamas,Florida,0.113881344,3983,1,4000,35000,34975,329725481
"Miami-Dade County, Florida",Miami-Dade County,Bangladesh,Bangladesh,Bangladesh,Florida,0.00427971,1111,1,1100,259600,259597,329725481
"Miami-Dade County, Florida",Miami-Dade County,Barbados,Barbados,Barbados,Florida,0.005829821,314,1,,53900,53861,329725481
"Miami-Dade County, Florida",Miami-Dade County,Belarus,Belarus,Belarus,Florida,0.009480632,665,1,,70100,70143,329725481
"Miami-Dade County, Florida",Miami-Dade County,Belgium,Belgium,Belgium,Florida,0.020989805,735,1,,35000,35017,329725481
"Miami-Dade County, Florida",Miami-Dade County,Belize,Belize,Belize,Florida,0.011445518,521,1,,45500,45520,329725481
"Miami-Dade County, Florida",Miami-Dade County,Bolivia,Bolivia,Bolivia,Florida,0.04842148,3816,1,3800,78800,78808,329725481
"Miami-Dade County, Florida",Miami-Dade County,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,Florida,0.001043141,112,1,,107400,107368,329725481
"Miami-Dade County, Florida",Miami-Dade County,Brazil,Brazil,Brazil,Florida,0.034311248,17653,1,17700,514500,514496,329725481
"Miami-Dade County, Florida",Miami-Dade County,Bulgaria,Bulgaria,Bulgaria,Florida,0.007036842,522,1,,74200,74181,329725481
"Miami-Dade County, Florida",Miami-Dade County,Cabo Verde,Cabo Verde,Cabo Verde,Florida,0.000629004,27,1,,42900,42925,329725481
"Miami-Dade County, Florida",Miami-Dade County,Cambodia,Cambodia,Cambodia,Florida,0.002028452,301,1,,148400,148389,329725481
"Miami-Dade County, Florida",Miami-Dade County,Cameroon,Cameroon,Cameroon,Florida,0.003972364,303,1,,76300,76277,329725481
"Miami-Dade County, Florida",Miami-Dade County,Canada,Canada,Canada,Florida,0.005531703,4530,1,4500,818900,818916,329725481
"Miami-Dade County, Florida",Miami-Dade County,Caribbean,Caribbean,Caribbean,Florida,0.187715725,845200,1,845200,4502600,4502553,329725481
"Miami-Dade County, Florida",Miami-Dade County,Central America,Central America,Central America,Florida,0.013522192,195418,1,195400,14451700,14451651,329725481
"Miami-Dade County, Florida",Miami-Dade County,"Central America, excluding Mexico","Central America, excluding Mexico","Central America, excl. Mexico",Florida,0.046435947,167234,1,167200,3601400,3601391,329725481
"Miami-Dade County, Florida",Miami-Dade County,Chile,Chile,Chile,Florida,0.096447868,10068,1,10100,104400,104388,329725481
"Miami-Dade County, Florida",Miami-Dade County,China,China,China,Florida,0.002830481,7969,1,8000,2815400,2815423,329725481
"Miami-Dade County, Florida",Miami-Dade County,"China, excluding Hong Kong and Taiwan","China, excluding Hong Kong and Taiwan","China, excl. Hong Kong and Taiwan",Florida,0.00309413,6799,1,6800,2197400,2197387,329725481
"Miami-Dade County, Florida",Miami-Dade County,"China, excluding Taiwan","China, excluding Taiwan","China, excl. Taiwan",Florida,0.002975083,7252,1,7300,2437600,2437579,329725481
"Miami-Dade County, Florida",Miami-Dade County,Colombia,Colombia,Colombia,Florida,0.118060738,98410,1,98400,833600,833554,329725481
"Miami-Dade County, Florida",Miami-Dade County,Congo,Congo,Congo,Florida,0.002956922,95,1,,32100,32128,329725481
"Miami-Dade County, Florida",Miami-Dade County,Costa Rica,Costa Rica,Costa Rica,Florida,0.051090369,4866,1,4900,95200,95243,329725481
"Miami-Dade County, Florida",Miami-Dade County,Croatia,Croatia,Croatia,Florida,0.005461496,210,1,,38500,38451,329725481
"Miami-Dade County, Florida",Miami-Dade County,Cuba,Cuba,Cuba,Florida,0.520733386,683825,1,683800,1313200,1313196,329725481
"Miami-Dade County, Florida",Miami-Dade County,Czechoslovakia (includes Czech Republic and Slovakia),Czechoslovakia (includes Czech Republic and Slovakia),Czechoslovakia (incl. Czech Republic & Slovakia),Florida,0.006855223,453,1,,66100,66081,329725481
"Miami-Dade County, Florida",Miami-Dade County,Democratic Republic of Congo (Zaire),Democratic Republic of Congo (Zaire),Democratic Republic of Congo (Zaire),Florida,0.002314815,129,1,,55700,55728,329725481
"Miami-Dade County, Florida",Miami-Dade County,Denmark,Denmark,Denmark,Florida,0.00763995,220,1,,28800,28796,329725481
"Miami-Dade County, Florida",Miami-Dade County,Dominica,Dominica,Dominica,Florida,0.024259314,827,1,,34100,34090,329725481
"Miami-Dade County, Florida",Miami-Dade County,Dominican Republic,Dominican Republic,Dominican Republic,Florida,0.033344573,40052,1,40100,1201200,1201155,329725481
"Miami-Dade County, Florida",Miami-Dade County,Eastern Africa,Eastern Africa,Eastern Africa,Florida,0.001285106,932,1,,725200,725232,329725481
"Miami-Dade County, Florida",Miami-Dade County,Eastern Asia,Eastern Asia,Eastern Asia,Florida,0.002415058,10175,1,10200,4213200,4213150,329725481
"Miami-Dade County, Florida",Miami-Dade County,Eastern Europe,Eastern Europe,Eastern Europe,Florida,0.006920094,15277,1,15300,2207600,2207629,329725481
"Miami-Dade County, Florida",Miami-Dade County,Ecuador,Ecuador,Ecuador,Florida,0.037349471,17263,1,17300,462200,462202,329725481
"Miami-Dade County, Florida",Miami-Dade County,Egypt,Egypt,Egypt,Florida,0.002607152,555,1,,212900,212876,329725481
"Miami-Dade County, Florida",Miami-Dade County,El Salvador,El Salvador,El Salvador,Florida,0.009904309,13826,1,13800,1396000,1395958,329725481
"Miami-Dade County, Florida",Miami-Dade County,Eritrea,Eritrea,Eritrea,Florida,0.000375724,19,1,,50600,50569,329725481
"Miami-Dade County, Florida",Miami-Dade County,Ethiopia,Ethiopia,Ethiopia,Florida,0.000315269,84,1,,266400,266439,329725481
"Miami-Dade County, Florida",Miami-Dade County,Europe,Europe,Europe,Florida,0.010098489,48921,1,48900,4844400,4844388,329725481
"Miami-Dade County, Florida",Miami-Dade County,Fiji,Fiji,Fiji,Florida,0.000346515,16,1,,46200,46174,329725481
"Miami-Dade County, Florida",Miami-Dade County,France,France,France,Florida,0.032041156,5923,1,5900,184900,184856,329725481
"Miami-Dade County, Florida",Miami-Dade County,Germany,Germany,Germany,Florida,0.00535189,2911,1,2900,543900,543920,329725481
"Miami-Dade County, Florida",Miami-Dade County,Ghana,Ghana,Ghana,Florida,0.000340122,64,1,,188200,188168,329725481
"Miami-Dade County, Florida",Miami-Dade County,Greece,Greece,Greece,Florida,0.005191588,633,1,,121900,121928,329725481
"Miami-Dade County, Florida",Miami-Dade County,Grenada,Grenada,Grenada,Florida,0.018821513,681,1,,36200,36182,329725481
"Miami-Dade County, Florida",Miami-Dade County,Guatemala,Guatemala,Guatemala,Florida,0.020695079,21025,1,21000,1015900,1015942,329725481
"Miami-Dade County, Florida",Miami-Dade County,Guyana,Guyana,Guyana,Florida,0.007171803,2014,1,2000,280800,280822,329725481
"Miami-Dade County, Florida",Miami-Dade County,Haiti,Haiti,Haiti,Florida,0.120113795,81782,1,81800,680900,680871,329725481
"Miami-Dade County, Florida",Miami-Dade County,Honduras,Honduras,Honduras,Florida,0.068371045,46766,1,46800,684000,684003,329725481
"Miami-Dade County, Florida",Miami-Dade County,Hong Kong,Hong Kong,Hong Kong,Florida,0.001885991,453,1,,240200,240192,329725481
"Miami-Dade County, Florida",Miami-Dade County,Hungary,Hungary,Hungary,Florida,0.00980452,643,1,,65600,65582,329725481
"Miami-Dade County, Florida",Miami-Dade County,India,India,India,Florida,0.002214673,5938,1,5900,2681200,2681209,329725481
"Miami-Dade County, Florida",Miami-Dade County,Indonesia,Indonesia,Indonesia,Florida,0.002891414,283,1,,97900,97876,329725481
"Miami-Dade County, Florida",Miami-Dade County,Iran,Iran,Iran,Florida,0.00350631,1374,1,1400,391900,391865,329725481
"Miami-Dade County, Florida",Miami-Dade County,Iraq,Iraq,Iraq,Florida,0.000808129,190,1,,235100,235111,329725481
"Miami-Dade County, Florida",Miami-Dade County,Ireland,Ireland,Ireland,Florida,0.003983572,484,1,,121500,121499,329725481
"Miami-Dade County, Florida",Miami-Dade County,Israel,Israel,Israel,Florida,0.022666638,3186,1,3200,140600,140559,329725481
"Miami-Dade County, Florida",Miami-Dade County,Italy,Italy,Italy,Florida,0.016905448,5435,1,5400,321500,321494,329725481
"Miami-Dade County, Florida",Miami-Dade County,Jamaica,Jamaica,Jamaica,Florida,0.032415488,25480,1,25500,786000,786044,329725481
"Miami-Dade County, Florida",Miami-Dade County,Japan,Japan,Japan,Florida,0.002824646,976,1,,345500,345530,329725481
"Miami-Dade County, Florida",Miami-Dade County,Jordan,Jordan,Jordan,Florida,0.011213667,978,1,,87200,87215,329725481
"Miami-Dade County, Florida",Miami-Dade County,Kazakhstan,Kazakhstan,Kazakhstan,Florida,0.010319005,350,1,,33900,33918,329725481
"Miami-Dade County, Florida",Miami-Dade County,Kenya,Kenya,Kenya,Florida,0.001398036,211,1,,150900,150926,329725481
"Miami-Dade County, Florida",Miami-Dade County,Korea,Korea,Korea,Florida,0.001161037,1202,1,1200,1035300,1035281,329725481
"Miami-Dade County, Florida",Miami-Dade County,Kuwait,Kuwait,Kuwait,Florida,0.006355806,214,1,,33700,33670,329725481
"Miami-Dade County, Florida",Miami-Dade County,Laos,Laos,Laos,Florida,0.000218861,39,1,,178200,178195,329725481
"Miami-Dade County, Florida",Miami-Dade County,Latin America,Latin America,Latin America,Florida,0.060187015,1350328,1,1350300,22435500,22435537,329725481
"Miami-Dade County, Florida",Miami-Dade County,Latvia,Latvia,Latvia,Florida,0.006198526,143,1,,23100,23070,329725481
"Miami-Dade County, Florida",Miami-Dade County,Lebanon,Lebanon,Lebanon,Florida,0.010292786,1364,1,1400,132500,132520,329725481
"Miami-Dade County, Florida",Miami-Dade County,Liberia,Liberia,Liberia,Florida,0,0,1,,95300,95254,329725481
"Miami-Dade County, Florida",Miami-Dade County,Lithuania,Lithuania,Lithuania,Florida,0.003927546,134,1,,34100,34118,329725481
"Miami-Dade County, Florida",Miami-Dade County,MENA: Middle East* and North Africa,MENA: Middle East* and North Africa,MENA: Middle East* and North Africa,Florida,0.005769884,7096,1,7100,1229800,1229834,329725481
"Miami-Dade County, Florida",Miami-Dade County,Macedonia,Macedonia,Macedonia,Florida,0.000937038,26,1,,27700,27747,329725481
"Miami-Dade County, Florida",Miami-Dade County,Malaysia,Malaysia,Malaysia,Florida,0.002427035,197,1,,81200,81169,329725481
"Miami-Dade County, Florida",Miami-Dade County,Mexico,Mexico,Mexico,Florida,0.002597541,28184,1,28200,10850300,10850260,329725481
"Miami-Dade County, Florida",Miami-Dade County,Micronesia,Micronesia,Micronesia,Florida,0.001099612,34,1,,30900,30920,329725481
"Miami-Dade County, Florida",Miami-Dade County,Middle Africa,Middle Africa,Middle Africa,Florida,0.004249508,781,1,,183800,183786,329725481
"Miami-Dade County, Florida",Miami-Dade County,Moldova,Moldova,Moldova,Florida,0.009941083,518,1,,52100,52107,329725481
"Miami-Dade County, Florida",Miami-Dade County,Morocco,Morocco,Morocco,Florida,0.013298234,1172,1,1200,88100,88132,329725481
"Miami-Dade County, Florida",Miami-Dade County,Myanmar (Burma),Myanmar (Burma),Myanmar (Burma),Florida,0.001301658,203,1,,156000,155955,329725481
"Miami-Dade County, Florida",Miami-Dade County,Nepal,Nepal,Nepal,Florida,0.000974425,150,1,,153900,153937,329725481
